account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count,Title,Content
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153850066671680,9/22/2016,link,TRUE,,91,503,251,"
Pence: There's too much talk of police department 'racism'","Mike Pence said there is too much talk of “institutional racism and institutional bias” in the wake of unrest following police shootings in Tulsa, Oklahoma, and Charlotte, North Carolina.

“Police officers are human beings,” Pence said at a pastors’ roundtable at Radiant Church here. “And in difficult and life-threatening situations, mistakes are made and people have to be held to strict account, but we both believe that it’s important that we have a president who, as the chief law enforcement officer of the United States, stands behind the men and women who serve in law enforcement.”
Pence said that police officers are “the best of us.”


“We ought to set aside this talk, this talk about institutional racism and institutional bias,” he said, calling such assertions “rhetoric of division.”

Asked by Bishop John Brannon, who is African-American, what Pence would “personally do” to heal divides in the country, Pence brought up the recent shootings.“When there’s any loss of life, we have to speak with compassion, we have to make it clear that there will be a thorough investigation and that justice will be served and that high standards will be upheld,” Pence said.

Pence sought to strike a tone of unity in his remarks, repeating that “there will always be more that unites us in this country than could ever divide us.”

At a town hall event shortly after the pastors roundtable, Pence used the same line — that there is too much talk of “institutional racism” — to take aim at Democratic nominee Hillary Clinton.

“But in the wake of these tragic events in Tulsa and Charlotte, sadly our opponent once again refers to what she calls the institutional racism in law enforcement,” Pence said. “We heard this week again of the ‘systemic racism’ in law enforcement in this country.”

Pence said people expect a “thorough, immediate and transparent investigation” in the wake of police shootings.

Pence went on to say that police are “not a force for racism in America, they are a force for good, they stand for our families, they protect our homes and they deserve our support and respect.”

He also said he respected protesters’ constitutional right to assemble, but added “there is no right to engage in violence against our citizens or against our property.”

Trump expressed his own concern about the Tulsa shooting on Wednesday, suggesting the shooting happened because the officer in question was “choking” under pressure."
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153850080306680,9/22/2016,link,TRUE,,17,285,106,"
Swing-state polls: Trump leads in Iowa, narrows the gap in Colorado and Virginia","Donald Trump has taken the lead over Hillary Clinton in Iowa and narrowed the former secretary of state’s advantage in Colorado and Virginia, a new Quinnipiac University poll shows.

The Quinnipiac poll of likely voters in the four swing states, released Thursday, asked respondents about a four-way presidential race that also includes Libertarian Gary Johnson and Green Party candidate Jill Stein. Trump, who trailed Clinton by 2 points in Iowa in an August Quinnipiac poll, now leads by 7 points, 44 percent to 37 percent. He also leads in Georgia, where likely voters also preferred him by a 7-point margin, 47 percent to 40 percent. Stein earned the support of 2 percent of respondents in Iowa and did not register any support in Georgia, while Johnson polled at 10 percent and 9 percent, respectively.

Both the Clinton campaign and Priorities USA, a super PAC backing the former secretary of state, stopped airing advertisements for her in both Virginia and Colorado over the summer amid a seemingly insurmountable polling advantage. But the fresh Quinnipiac poll shows that advantage narrowed in both states.

In Colorado, Clinton’s lead has shrunk from 8 points in mid-August to just 2 points in the most recent poll, 44 percent to 42 percent, with Johnson polling at 10 percent and Stein at 2 percent. Clinton’s lead in Colorado falls within the poll’s margin of error, putting the two candidates in a statistical tie in the state. In Virginia, the 9-point advantage Clinton held over Trump last month has shrunk to 6 points, 45 percent to 39 percent, in the poll released Thursday. Johnson earned the support of 8 percent of respondents from Virginia while Stein polled at 1 percent there.

The new polls are the latest in an array of positive swing-state news for the Manhattan billionaire, who has polled well in purple states of late. A Fox News poll out Wednesday showed Trump with leads in Ohio, North Carolina and Nevada and a Suffolk University poll released earlier in the day Thursday put Trump narrowly ahead of Clinton.

The news has been better for the former secretary of state in nationwide polls. An NBC News/Wall Street Journal poll released Wednesday afternoon put Clinton ahead of Trump by 6 points among likely voters across the country. But even if likely voters nationwide prefer Clinton, Trump could still carve a path to the White House with wins in key swing states.

The Quinnipiac University poll was conducted from Sept. 13-21 via landlines and cellphones. It reached 644 likely Colorado voters and 638 Georgians likely to vote, both with a margin of error of plus-or-minus 3.9 points. The poll also reached 612 Iowans, with a margin of error of plus-or-minus 4 points, and 659 likely Virginia voters, with a with a margin of error of plus-or-minus 3.9 points."
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153850099196680,9/22/2016,link,TRUE,,5,31,21,"
Kerry says Syrian diplomacy at impasse after truce collapses","The United States and Russia ended any pretenses Thursday of their cease-fire for Syria remaining in force after days of increased violence and the Syrian military’s announcement of a new offensive in Aleppo.

“We can’t go out to the world and say we have an agreement when we don’t,” Secretary of State John Kerry said after meeting the top diplomats from Russia and more than a dozen European and Middle Eastern countries. Kerry’s statement, after three days of private and public diplomacy on the sidelines of the U.N. General Assembly, provided an ominous endnote to a week diplomats had hoped would be a major capstone toward peace. Instead, Kerry and Russian Foreign Minister Sergey Lavrov, who negotiated the truce two weeks ago, went their separate ways as violence in Syria flared anew and the relationship between the two key foreign powers in the conflict appeared to reach a new low.


No one spoke of being able to quickly resuscitate the cease-fire. While Kerry and Lavrov were set to hold more talks Friday, even confidence-building measures seem beyond their reach at this point.

As the diplomats huddled in a New York hotel, Syria’s military command said it would restart operations in the northern city of Aleppo, scene of some of the most bitter fighting in recent months.

According to one official present in the gathering, Kerry was informed of the news when his chief of staff showed him a headline on his BlackBerry. A furious Kerry then told the entire room, Lavrov included, that “even while we are meeting here, they are doing this,” said the official, who wasn’t authorized to speak publicly on the matter and demanded anonymity.

Lavrov told Russian media that consultations would continue to “guarantee” the cease-fire. But even as Kerry vowed to press on with all efforts to find a peaceful solution to the war between Syrian President Bashar Assad’s Russian-backed government and U.S.-backed rebels, he acknowledged the current strategy wasn’t working.

“We can’t be the only ones trying to hold this door open,” Kerry told reporters. “Russia and the regime must do their part or this will have no chance.”

He called for the immediate grounding of planes and helicopters that have launched airstrikes, including a Russian one earlier this week that the U.S. says hit an aid convoy, killing 20 civilians. Russia has denied responsibility, while raising a range of ulterior scenarios for how the caravan might have been struck.

“Absent a major gesture like this, we don’t believe there is a point to making more promises or issuing more plans or announcing something that can’t be reached,” Kerry said, describing a “moment of truth” for Syria, Russia and all those trying to halt the bloodshed.

The meeting came after Assad told the AP in an interview in Damascus that the United States was to blame for the deal’s failure. He cited U.S. inability to control “terrorist” groups and a weekend attack that killed dozens of Syrian soldiers. The U.S. apologized for what it described as a mistake.

Lavrov had sought a three-day pause in fighting to revive the cease-fire.

But U.S. officials said there was no point returning to a situation in which rebels would be pressed to hold fire, while the Syrian and Russian military’s could violate the agreement."
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153850142316680,9/22/2016,link,TRUE,,77,514,146,Republicans see new hope for Trump in North Carolina,"North Carolina Republicans are lamenting the unrest gripping their state’s largest city, but, quietly, they also see it as an opportunity for Donald Trump to gain ground in a critical swing state.

And they’re asking him to take advantage of it. “North Carolina Republicans are sending the word to the Trump campaign that once this settles down, a visit to Charlotte, to the Mecklenburg police, to the sheriff and others, is something we really want to see,” said a high-ranking North Carolina Republican, granted anonymity to discuss political calculations during a sensitive moment for the state. “Lawmakers and party officials are sending word to the Trump campaign.”


The crisis in Charlotte was sparked by the shooting of Keith Lamont Scott, an African-American man who police say was armed, though no video has been released and the family disputes that claim. Since then, the city has been the scene of violent clashes between police and protesters, with the clashes captured on live, national television.

The tumult comes as Hillary Clinton’s once-formidable lead in state polls has faded. A spate of polls out this week show either a tied race or give Trump a slight edge—a sharp contrast from last month, when Clinton was leading by anywhere from 2 to 9 percentage points. North Carolina political operatives are skeptical that, unless the chaos in Charlotte continues for weeks, the issue will make a substantial dent in the race. But Republicans and some Democrats do say that the dynamic creates an opening for Trump to further shore up and energize the GOP base—something he has struggled to do—predicting voters will respond to his campaign’s law-and-order message and his staunch defense of police, even amid national concerns over institutional police racism. A senior adviser to the Trump campaign said only that Trump had been in the state earlier this week and “we have not yet announced the date of our next trip back to the state.”

“I certainly think unrest feeds into Trump’s narrative that ‘America’s falling apart, we need to make America great again,’” said Tom Jensen, a Democratic pollster whose firm is based in North Carolina. “My sense is, most white North Carolinians who would be really repulsed by what’s going on in Charlotte would be in Trump’s camp. I doubt it moves the needle a lot, but the race is just about tied … something like that is never going to move the race by 3 or 4 points, but it can change the race on the margins, and we’re on the margins.”
"
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153850164546680,9/22/2016,link,TRUE,,20,126,12,Education Department terminates federal recognition of for-profit college accreditor,"The Obama administration on Thursday terminated the federal recognition of the nation’s largest accreditor of for-profit colleges — a rare move that could ultimately jeopardize the ability of hundreds of schools to access federal student aid.

The decision against the Accrediting Council for Independent Colleges and Schools, which is likely to be appealed, was based on Education Department findings that the organization failed to properly monitor and discipline the colleges it oversees. ACICS will now have 30 days to file an appeal directly to Education Secretary John B. King Jr., who on Wednesday pledged to resolve such an appeal “quickly.”"
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153850194391680,9/22/2016,link,TRUE,,1295,2700,431,Trump received $1.6 million from Secret Service,"Donald Trump’s campaign isn’t alone in patronizing his own businesses: taxpayers are indirectly doing so, too. Federal Election Commission records show that the U.S. Secret Service has paid the Trump campaign about $1.6 million to cover the cost of flying its agents with the candidate on a plane owned and operated by one of his companies.


It’s standard practice for the agency — which is tasked with protecting presidential candidates as well as presidents and other federal officials — to reimburse presidential campaigns for the cost of traveling with the candidates.

In fact, the Secret Service has reimbursed the Clinton campaign, too: $2.6 million so far this cycle.

The difference with Trump is that one of his companies, TAG Air, Inc., owns the plane, so the government is effectively paying him.

The Clinton campaign, by contrast, mostly has been chartering planes from a private company called Executive Fliteways in which the Clintons do not have any ownership interest.

“The taxpayers are actually reimbursing Trump for the travel of the Secret Service agents,” said Brett Kappel, a campaign finance lawyer at the law firm Akerman LLP. “It’s just another example of how the Trump campaign has taken an unprecedentedly large amount of its money and spent it at Trump-owned facilities.”
Trump campaign spokeswoman Hope Hicks responded to questions about the Secret Service payments by saying “everything was done in accordance with FEC guidelines and regulations. Please direct further questions to USSS.”

Secret Service spokeswoman Nicole Mainor said the FEC “specifically requires security personnel such as the Secret Service to reimburse campaigns for seats” on charter aircraft.

A POLITICO analysis of FEC records found that, through the end of August, Trump’s campaign has spent at least $8.2 million at Trump’s own businesses, including to hold events at his hotels, buy food from his restaurants and rent office space for its headquarters in his Manhattan office tower. But the biggest chunk of the expenses, almost $6 million, were to TAG Air, Inc.

Trump, who once said “I could be the first presidential candidate to run and make money on it,” has attracted criticism for mixing business and politics to an unprecedented degree. He has made a point of highlighting his properties on the campaign trail, leading opponents to accuse him of using his presidential bid to promote his brand and line his pockets.

The campaign in a statement on Thursday rejected that criticism as “misleading and flat out wrong,” pointing out that the amount the campaign spent at Trump’s businesses is far less than the $54 million of his own money that Trump has pumped into the campaign.

The statement explained the campaign’s payments to TAG Air and other Trump-owned companies by saying “the campaign has used known quantities as far as event space, air travel and accommodations, and has fulfilled all FEC requirements throughout the campaign.”The government’s practice of reimbursing campaigns for costs incurred by their Secret Service details dates from an era when campaigns were lower-budget affairs, the logic being candidates shouldn’t have to use their own resources on required security, according to Craig Engle, a political lawyer at Arent Fox who helped draft the provision as a staffer at the Federal Election Commission.

“It’s basically just calling it even,” Engle said. “It’s either Trump making a contribution to the U.S. government, or the U.S. government reimburses the Trump campaign for its expenses.”

The same rationale applies to journalists who travel with the presidential candidates. The journalists or their employers reimburse the campaigns for travel costs. So it’s conceivable that media outlets might end up paying the Trump campaign for the cost of staying in a Trump-owned hotel or flying on a Trump-owned plane.

The Secret Service could also end up paying Trump’s hotels to put up his agents when the candidate stays there. But those expenses don’t appear in FEC reports because the government pays them directly.

The agency paid the Trump campaign an additional $724,000 for air travel that was refunded, according to the FEC reports, which do not offer an explanation for the refund.

Of course, Trump also travels on the campaign trail with his own robust private security detail. In August, Trump’s campaign spent $232,800 on security-related costs, including payments to private companies such as Xmark LLC, Black Tie Protection Services and KS Global Group, as well as local police in places he visited."
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153851637031680,9/23/2016,link,TRUE,,15,202,97,Bobby Knight lauds 'Saint Donald' for temperament,"If not for the presidency, Bobby Knight is pushing Donald Trump for sainthood.

“I actually enjoyed the day with Saint Donald and I’ve enjoyed watching him. I’ve really enjoyed watching him, I think go about things the way that he thought things should be.,” the legendary basketball coach said Friday on “Fox & Friends,” echoing a sobriquet he has begun using for the Republican nominee in recent days. “I think the man has a lot of really, really good things to bring to the table.” Remarking upon Trump’s transformation as a presidential candidate, the famously hot-headed Hall of Fame coach said he was not sure if he would say the boastful businessman has become “milder.”


“But I just have seen him take a different approach to how things should be and go about attacking things and what’s wrong,” Knight said. “I’ve really been impressed with the interest that he has in seeing that things are done in the right way.”

Asked whether he had discussed the ongoing unrest in Charlotte, North Carolina, after police shot and killed an African-American man, Knight replied, “Not really.”

“I mean that’s -- you know, what is there to say?” he remarked. “It was wrong. It was—You know, you could go forever. That was not something that we really directed our attention to.”

As far as what the two did discuss, Knight made note of Trump’s business records and ability to solve problems.

“And that’s what I think is the most important thing he brings to this job. The guy is going -- hey, this isn’t working, we got to figure out what’s wrong with this and we got to get this straightened out,” Knight said. “That, to me, is what being president is all about, and I don’t think -- has there ever been a president that hasn’t had problems?”

The best president at that “might have been Reagan,” Knight said, adding, “that’s what Donald Trump brings to the table.”

When it comes to Hillary Clinton’s assertion that Trump lacks the temperament to be commander in chief, Knight invoked his favorite presidents to argue the opposite.

“Well, I think that being pretty strong willed is a pretty good asset to have,” he added. “I mean, who had -- has there ever been a president that was better than Harry Truman and Harry Truman had a damn good temperament.”"
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153851665726680,9/23/2016,link,TRUE,,59,1180,116,Obama's debate advice to Clinton: 'Be yourself',"President Barack Obama wants Hillary Clinton to “be yourself and explain what motivates you” when she takes the stage Monday night for her first presidential debate.

Obama offered the advice during an interview on ABC with “Good Morning America” host Robin Roberts from the soon-to-open National Museum of African-American History and Culture on the National Mall. The two spent the bulk of their interview discussing the museum and what lessons it might offer for protesters in Charlotte who have at times become violent. But Roberts took time to ask the president what advice he might offer to Clinton ahead of Monday night’s debate, to which the president responded that his former secretary of state should allow the American public to see her

“I’ve gotten to know Hillary and seen her work, seen her in tough times and in good times,” Obama said of his former secretary of state. “She’s in this for the right reasons.”

Monday night’s debate will be held at New York’s Hofstra University and is scheduled to begin at 9 p.m. It will be moderated by NBC Nightly News anchor Lester Holt."
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153851691046680,9/23/2016,link,TRUE,,4,44,26,Bob McDonnell: 'I’ve got my PhD in suffering',"Former Virginia Gov. Bob McDonnell, whose conviction on corruption charges was overturned by the Supreme Court last June, told MSNBC’s “Morning Joe” on Friday that “I’ve got my PhD in suffering.”

“You learn more in life through suffering than you do success, and I’ve learned a lot,” the former Virginia governor told host Mika Brzezinski. McDonnell, once considered a candidate to join the 2012 Republican presidential ticket as Mitt Romney’s running mate, was convicted in 2014 on 11 corruption-related felony counts stemming from the over $175,000 in gifts and loans the former governor and his wife accepted from Virginia businessman Johnnie Williams. Those gifts included vacations, designer clothing and a Rolex watch.


But McDonnell contended that those gifts and loans had never prompted him to provide any special treatment for Williams. On Friday, McDonnell said “there was never any quo” in the quid pro quo case that the prosecution built against him.

The governor’s conviction was overturned unanimously by the Supreme Court last June. Chief Justice John Roberts, who wrote the court’s opinion in the decision, said prosecutors had relied on a “boundless interpretation of the federal bribery statute” and added that “setting up a meeting, calling another public official, or hosting an event does not, standing alone, qualify as an ‘official act.’”

McDonnell admitted that the case had been difficult on his family but also noted that four of his grandchildren were born during the legal process surrounding his case. Two of them, he said, were born shortly after court hearings and all of their births “were a sign to me there is a bright future on the other side of this and things are going to be okay.”

He said that even though he complied with Virginia’s laws, he regretted taking “my eye off the ball” in monitoring what gifts his family members had received. He also admitted that accepting a business loan from Williams was “a big red flag” and “probably not good judgment on my part.”

“I’m glad to be vacated, but I have done a deep dive of my entire life, 62 years. What have I done right, wrong? How can I be a better person?” he said. “So now that I’m on the other side of it, I think it’s been an experience worth going through. I’ll be a better person.”"
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153851714566680,9/23/2016,link,TRUE,,167,872,88,"Donald Trump, Germany’s disfavored son","Few places in Germany are as representative of the country’s heartland as Kallstadt, the village in which U.S. Republican presidential candidate Donald Trump’s grandfather was born — and from which he was later deported.

The hamlet of 1,200 people lies nestled among vineyard-covered hills, about an hour-and-a-half’s drive southwest of Frankfurt. It has one bakery and one butcher. Every year, Kallstadt holds the Saumagenkerwe in celebration of the eponymous local delicacy: pig’s stomach filled with pork, herbs, bratwurst and diced potatoes.

Trump may have captured a large swath of the American electorate with his signature blend of populism, nativism and brazenness. And yet, in the hometown of his forefather, he remains distinctly unpopular. In fact, few politicians are less popular in Germany than Trump. A study by the Pew Research Center found out that only 6 percent of the country finds him trustworthy.

Since a local newspaper discovered that Johannes Steiniger, a member of the German parliament, was distantly related to Trump, the 29-year-old has done all he can to distance himself from the presidential candidate. “With his statements about gay people and foreigners, or with the language he uses, and with his derogative statements about Hillary Clinton, Trump seems to do everything he can so that we get a negative image of him,” Steiniger tells POLITICO.

Trump’s rhetoric regarding immigrants and racial minorities is especially unpopular in Kallstadt. “He stands for everything that’s bad,” says Sarah Bühler, yelling to be heard over the 20-person brass band celebrating the Saumagenkerwe in the town’s main square. Bühler is a former local “wine princess,” the 2009 victor of a beauty pageant to promote the local wine industry. This year, a new dish appeared in the town’s annual festival: Saumagen-Döner, a fusion of the local specialty with a Turkish kebab. “Everyone is welcome to join us here, no matter what color they are,” says Bühler. “Pink, purple, doesn’t matter.”

Tanja Huber, the 24-year-old incumbent regional wine princess, nods her head in agreement. Since the prospect of a Trump presidency first became evident late last year, reporters have descended on Kallstadt, seeking a bit of local color, a quote or two, and perhaps some hometown pride. “They don’t get that we really don’t give a damn about Trump,” says Huber. “He’s never been here, and he apparently doesn’t care about us, either.” Donald’s grandfather, Friedrich Trump, was born in Kallstadt into a vintner’s family on March 14, 1869. Previous generations of the Trump family used variant spellings of the name, including “Trump,” “Dromb” and “Trumpff,” according to local historians, or even “Drumpf,” according to a 2000 family history by Gwenda Blair; but by the time Friedrich was born they had settled on “Trump.”

Germany did not yet exist as a nation; Kallstadt was part of the province of Palatinate in the Bavarian Kingdom. The region was going though rough times. Unemployment was high. Those who had the courage, left.

Friedrich’s father died when he was eight years old, and his mother struggled to make ends meet. At 16 years old, Friedrich decided to follow his sister Katharina, who had emigrated to the United States two years earlier. He arrived in New York on board the Eider on October 19, 1885.
 He entered the U.S. through official channels, but he had left Bavaria illegally. “Both he and his mother must have known that he would not have been granted official permission to leave the country unless he had paid a bail guaranteeing that he would later return to do his mandatory military service,” said Roland Paul, the recently-retired director of the Institute for Palatinate Regional History and Folklife Studies in the city of Kaiserslautern.

According to documents uncovered by Paul, Friedrich was stripped of his Bavarian citizenship “as his own request” four years after arriving in the U.S.

But Friedrich was not done with Palatinate. Seven years after his citizenship was withdrawn, he visited the land of his birth to attend the wedding of his sister, according to the 2000 family history by Blair. Five years after that, he returned once more to Kallstadt, where he met 20-year-old Elisabeth Christ; they were engaged, and Friedrich came back a third time to marry her in August 1902. But while the couple moved back to New York soon after the marriage and had a daughter, Friedrich had promised his wife that he would sell his property in the U.S. and return to the land of their birth. “My grandmother said, I will marry you, but I will not go back to America with you,” Donald Trump’s American-born cousin John Walter told German filmmaker Simone Wendel in 2012.

Friedrich seemed intent on keeping his promise. In 1904, he applied for permission to travel to Kallstadt. And although he claimed in his application that he intended “to return to the United States within a year with the purpose of residing and performing the duties of citizenship therein,” he took all his savings from the U.S. with him, according to Blair’s family history.

Back in Kallstadt, Friedrich attempted to get his citizenship back. But though he secured the support of local authorities, the district government put a halt to his plans. On February 27, 1905, a deportation notice was sent to the town office of Kallstadt declaring that Friedrich was “to be told he has to leave Bavarian state territory by May 1 of this year, at the latest.”

Friedrich was able to obtain a three-month grace period because his daughter had fallen ill. But eventually, he and his wife — pregnant once more — had no choice but to board the ship Pennsylvania on July 1, 1905, and return to New York. Shortly after that, Donald’s father, Fred Trump Junior, was born.

“[The authorities] said, ‘You are not a German citizen, you gave up your citizenship, you have to leave,” says Walter. “So they left and they went back to America, and that’s why Donald and I are here.”

Friedrich — now named Frederick — died in May 1918 of the Spanish flu. His widow survived her first husband by 48 years and visited Kallstadt many times during her life."
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153851741766680,9/23/2016,link,TRUE,,3,82,60,McCrory decries 'anarchists' in North Carolina protests,"North Carolina Gov. Pat McCrory said Friday that he had “very positive” conversations the previous day with both Donald Trump and President Barack Obama.

The Republican governor, appearing on “Fox & Friends,” said he “explained the situation to both Mr. Trump and the president and explained the dynamics that are occurring.” “I told them both that we have some anarchists who do not have legitimate reason to protest,” McCrory said. “We have other protests that are doing an incredible job of expressing their viewpoint, which needs to be heard.”


In addition, McCrory said he spoke to Obama and Trump “about the courage of our police officers and our National Guard.”

After speaking with McCrory on Thursday, Trump tweeted his appreciation for the governor in the wake of multiple nights of protests following the police killing of an African-American man in Charlotte.

“He is doing a tremendous job under tough circumstances,” Trump wrote.

Democratic nominee Hillary Clinton called both Charlotte Mayor Jennifer Roberts and Rep. Alma Adams (D-N.C.) on Thursday evening to discuss the recent events and to offer any assistance.

McCrory declared a state of emergency on Wednesday night, and the city instituted a midnight curfew on Thursday."
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153851779346680,9/23/2016,link,TRUE,,2,64,20,Sen. Mike Lee shoots down Trump Supreme Court trial balloon,"Utah Sen. Mike Lee on Friday swiftly shot down the idea that he would accept a nomination to the Supreme Court from Donald Trump.

“Sen Lee already has the job he wants which is why he is campaigning to represent the great people of Utah again this year,” Lee spokesman Conn Carroll said in response to POLITICO, after NBC News reported on a new list of potential Supreme Court nominees that Trump would propose as president.Lee is one of 10 on the expanded list, which also includes Neil Gorsuch, a judge of the United States Court of Appeals for the Tenth Circuit; Margaret A. Ryan, a judge of the U.S. Court of Appeals for the Armed Forces; Edward Mansfield, an Iowa Supreme Court justice; Keith Blackwell, a Georgia Supreme Court justice; Charles Canady, a Florida Supreme Court justice; Timothy Tymkovich, the chief judge of the U.S. Court of Appeals for the Tenth Circuit; Amul Thapar, a U.S. District Court judge for the Eastern District of Kentucky; Federico Moreno, a U.S. District Court judge for the Southern District of Florida; and Robert Young, the chief justice of the Michigan Supreme Court.


Trump’s decision earned praise from Judicial Crisis Network Director Carrie Severino, who clerked for Justice Clarence Thomas.

“Donald Trump continues to take unprecedented steps to demonstrate that he intends to appoint justices like Scalia, Thomas and Alito,” Severino said in a statement. “Conservatives should be very pleased by the steps he has taken, and if he lives up to his promises we will have a Court that truly puts the rule of law ahead of political preferences.”

Lee has refused to endorse Trump for president, although he did offer praise for Trump’s first list of potential justices unveiled in May, which included his brother Thomas, a Utah Supreme Court justice.

“It wasn’t just that there were some great names on that list, that was the best, most conservative Supreme Court shortlist I’ve ever seen,” Lee said at the time. “And I was thrilled by that.”"
62317591679,1.02E+16,mainstream,Politico,https://www.facebook.com/politico/posts/10153851830226680,9/23/2016,link,TRUE,,79,280,137,Top Clinton aide Cheryl Mills granted partial immunity in email investigation,"Top Hillary Clinton aide Cheryl Mills received an immunity deal from the Justice Department in the FBI’s investigation into the former secretary of state’s private email server, records shown to Congress revealed Friday, re-injecting the email controversy into the presidential campaign just days before her first debate with Donald Trump.

In addition to Mills, Clinton’s former chief of staff at State, grants of partial immunity were also extended to former Clinton aide Heather Samuelson, who worked as State’s White House liaison and later as a private attorney for Clinton and to John Bentel, who was director of the the Information Resources Management section in the secretary of state’s office, lawmakers said. The newly disclosed information brings to five the number of individuals known to have received some form of immunity in connection with the FBI probe, which ended with the bureau recommending that no charges be brought against Clinton or her aides for mishandling classified information.


“This is beyond explanation. The FBI was handing out immunity agreements like candy,” House Oversight Chairman Jason Chaffetz (R-Utah) said Friday in a statement. “I’ve lost confidence in this investigation and I question the genuine effort in which it was carried out. Immunity deals should not be a requirement for cooperating with the FBI.”

The immunity grants to Mills and Samuelson were narrow, covering only their handover of laptops used in 2014, after Clinton left State, to conduct a review of the former secretary’s emails to separate work-related messages from those purely personal in nature. The immunity came after the women were interviewed by the FBI and did not cover any of their statements. People familiar with the immunity offer said it was not related to the lawyers’ testimony, noting that FBI Director James Comey said in July there was no evidence of a deletion aimed at frustrating the investigation.

A lawyer for Mills and Samuelson, Beth Wilkinson, said she requested the immunity grants because of inter-agency disputes about whether some information in Clinton’s emails was classified.

“As the government indicated in these letters, the DOJ and FBI considered my clients to be witnesses and nothing more. Indeed, the Justice Department assured us that they believed my clients did nothing wrong. At all points my clients cooperated with the government’s investigation, including voluntarily participating in interviews with the FBI and DOJ,” Wilkinson said in a statement.

“The letters released to the Hill today only covered the computers that my clients had used in performing their legal work,” Wilkinsion added. “Because of the confusion surrounding the various agencies’ positions on the after-the-fact classification decisions, I advised my clients to accept this letter from DOJ.”

Bentel, however, received immunity before speaking with the FBI, people familiar with the situation said. Former State employees told agency investigators Bentel brushed back their concerns about Clinton’s email setup. Democrats on the House Oversight Committee stressed in a statement emailed to reporters that the immunity offers to Mills and Samuelson were “very limited.”

“These very limited immunity agreements did not extend to any testimony before Congress, statements to the FBI, or assertions to any other investigators,” they said.

The Clinton campaign attributed the information’s release to the proximity of Monday’s presidential debate.

“House Republicans are trying to make something out of nothing by rummaging through the files of a Justice Department investigation that was closed months ago without any charges whatsoever, and leaking selective details three days before the first presidential debate,” Clinton spokesman Brian Fallon said in a statement, noting that Mills and Samuelson cooperated fully with the FBI’s inquiry and “had already given full interviews to the investigators.”

A top aide to Donald Trump’s presidential campaign said word of the additional immunity grants underscored the recklessness of Clinton’s conduct.

“Revelations that three additional individuals, including Cheryl Mills, were granted immunity from prosecution in Hillary Clinton’s email scandal shows this was without a doubt a criminal scheme,” Trump aide Jason Miller said in a statement. “At its heart, Clinton’s secret server was an end run around government transparency laws designed to hide corruption between the Clinton Foundation and her State Department, an arrangement which ultimately put our national security and sensitive diplomatic efforts at risk. No one with judgment this bad should be allowed to serve as president of the United States or hold any public office.”

Miller also suggested that the immunity grants were aimed at preventing Clinton from facing justice in the case.

“What has become abundantly clear is that the Obama administration is protecting Hillary Clinton from accountability at all costs because she will keep the rigged system in Washington in place. In light of this development, Hillary Clinton must immediately come forward and promise the American people that none of these individuals will ever serve in any capacity in her administration,” the Trump aide added.

For weeks, House Republicans have been seeking the FBI’s full file in the probe and, last week, issued a subpoena demanding the records.

Republicans disclosed the immunity agreements just after learning about them in investigative records shown to congressional staff by the Justice Department on Friday.

Immunity offers to witnesses are not made by the FBI, but by the Justice Department. A department spokesman declined to comment. A spokeswoman for the FBI had no immediate comment.

It was previously disclosed that prosecutors granted immunity to former State Department computer specialist Bryan Pagliano and to a computer technician Clinton hired through a private firm, Paul Combetta of Denver-based Platte River Networks. The immunity deals for the two appear to be broader than those given to Mills and Samuelson, although no one in the probe is known to have received full immunity."
